id_umkm,provinsi,sektor,skala_usaha,usia_usaha,punya_smartphone,punya_medsos_bisnis,punya_marketplace,jumlah_platform,frekuensi_posting_mgg,pakai_pembayaran_digital,persen_omzet_online,ikut_pelatihan_digital,punya_website,pakai_tools_manajemen,digital_readiness_score,kategori_score,klaster,pca_1,pca_2,nama_klaster
UMKM0979,Jawa Tengah,Elektronik,Mikro,> 5 tahun,1,1,0,0,1,1,1.0,0,0,0,37.1,Sedang (25-50),2,-1.5072191891809024,0.34843539582509264,Digital Beginner
UMKM0980,Jawa Tengah,Jasa,Mikro,> 5 tahun,1,1,0,0,3,1,6.6,0,0,1,46.66,Sedang (25-50),2,-0.7686407756224892,1.374693199235772,Digital Beginner
UMKM0981,Jawa Barat,Kuliner,Kecil,1-3 tahun,0,1,1,1,1,1,63.3,0,0,1,61.66,Tinggi (50-75),3,2.244278759091045,-0.13105857065871673,Digital Adopter
UMKM0982,Sumatera Utara,Jasa,Kecil,1-3 tahun,1,1,0,0,2,1,3.5,0,0,0,39.35,Sedang (25-50),2,-1.3439667089851446,0.749870536975721,Digital Beginner
UMKM0983,Jawa Timur,Fashion,Mikro,> 5 tahun,1,0,0,0,0,1,9.5,0,0,0,20.95,Rendah (0-25),0,-1.8319198431067985,-1.5433252789721261,Digital Laggard
UMKM0984,Jawa Timur,Fashion,Mikro,> 5 tahun,1,1,0,0,5,1,8.5,1,0,0,50.85,Tinggi (50-75),2,-0.6009631229498061,2.106271419358946,Digital Beginner
UMKM0985,Sumatera Utara,Kuliner,Kecil,3-5 tahun,1,0,0,0,0,0,2.9,0,0,0,10.29,Rendah (0-25),0,-2.214404165148826,-1.3573638712108453,Digital Laggard
UMKM0986,Jawa Tengah,Kuliner,Menengah,> 5 tahun,1,1,1,2,5,1,83.7,0,0,0,80.04,Sangat Tinggi (75-100),3,3.087403372014175,0.7003084777992223,Digital Adopter
UMKM0987,DKI Jakarta,Kerajinan,Mikro,< 1 tahun,1,1,0,0,5,1,3.0,1,0,0,50.3,Tinggi (50-75),2,-0.7352392425178309,2.1414376880770205,Digital Beginner
UMKM0988,Jawa Tengah,Fashion,Mikro,3-5 tahun,1,0,1,1,0,1,44.1,0,0,0,47.74,Sedang (25-50),3,0.6448871724983185,-2.3570009570093253,Digital Adopter
UMKM0989,Jawa Barat,Fashion,Mikro,> 5 tahun,1,0,1,2,0,1,38.3,0,0,0,50.5,Tinggi (50-75),3,1.0379252247531958,-2.516501998559879,Digital Adopter
UMKM0990,Sumatera Utara,Kerajinan,Kecil,> 5 tahun,1,1,0,0,1,0,9.7,1,1,1,42.97,Sedang (25-50),2,-0.3722929765323325,1.0164092689604372,Digital Beginner
UMKM0991,Sumatera Utara,Jasa,Mikro,1-3 tahun,0,1,0,0,5,1,0.7,0,0,0,35.07,Sedang (25-50),2,-0.9046694019605069,2.304100778154481,Digital Beginner
UMKM0992,DKI Jakarta,Kuliner,Mikro,> 5 tahun,1,1,0,0,2,0,4.7,0,0,0,29.47,Sedang (25-50),2,-1.5360230796397918,0.8859597818277324,Digital Beginner
UMKM0993,Jawa Barat,Kerajinan,Kecil,3-5 tahun,1,1,1,3,1,1,64.9,0,1,0,78.49,Sangat Tinggi (75-100),1,3.1863628731481826,-0.8292475288196143,Digital Champion
UMKM0994,Jawa Tengah,Kuliner,Mikro,1-3 tahun,1,1,0,0,1,1,0.9,0,1,0,42.09,Sedang (25-50),2,-1.07748768374651,0.5655787809443387,Digital Beginner
UMKM0995,Jawa Barat,Jasa,Mikro,< 1 tahun,1,1,0,0,2,0,3.8,0,0,0,29.38,Sedang (25-50),2,-1.5579955355691049,0.8917142621634174,Digital Beginner
UMKM0996,Jawa Timur,Kerajinan,Mikro,> 5 tahun,1,0,0,0,0,1,3.2,0,0,0,20.32,Rendah (0-25),0,-1.9857270346119904,-1.5030439166223317,Digital Laggard
UMKM0997,Bali,Pertanian,Mikro,1-3 tahun,1,1,0,0,3,0,5.4,1,0,0,36.54,Sedang (25-50),2,-1.1024347660509473,1.4350146749819452,Digital Beginner
UMKM0998,Jawa Timur,Kuliner,Mikro,1-3 tahun,1,0,1,1,0,1,39.0,0,0,1,52.23,Tinggi (50-75),3,0.9178017381128998,-2.0971683937738987,Digital Adopter
UMKM0999,Kalimantan Timur,Kuliner,Mikro,1-3 tahun,1,1,0,0,2,1,7.0,0,0,0,39.7,Sedang (25-50),2,-1.258518269260038,0.7274920023369463,Digital Beginner
UMKM1000,Jawa Tengah,Kuliner,Mikro,> 5 tahun,1,1,1,1,1,0,42.9,0,0,0,54.62,Tinggi (50-75),3,0.9264558792904675,-0.36815362630195947,Digital Adopter
